scenario,runIndex,seed,generator,numOfStates,numOfCalls,numOfLocals,numOfReturns,numOfStackSymbols,density,acceptingStatesDensity,numOfModules,secondDvpaNumOfStates,useSrs,useEquivalenceCheckToValidateOutput,equivalenceQueryCount,equivalenceQueryHypothesisStatesTotal,equivalenceQueryTimeUs,membershipQueryCount,membershipQuerySymbolsTotal,membershipQueryTimeUs,stackContentQueryCount,stackContentQuerySymbolsTotal,stackContentQueryTimeUs,srsCheckCount,srsCheckTimeUs,srsCounterexampleCount,automataGeneratedCount,automataGenerationTimeUs,learnerTimeUs,outputValidationTimeUs,status,targetNumOfStates,targetAcceptingStates,hypothesisNumOfStates,hypothesisAcceptingStates
commutation-increasing-number-of-states,0,52,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,473643,1695,4606,5,1254,3560,6,0,0,0,4,1367,475180,0,passed,4,3,5,3
commutation-increasing-number-of-states,1,53,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,15,435982,1923,7182,0,1444,5628,9,0,0,0,4,1229,437346,0,passed,4,3,5,3
commutation-increasing-number-of-states,2,54,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,432189,2161,6209,26,1471,4373,2,0,0,0,4,1377,433697,0,passed,4,3,5,3
commutation-increasing-number-of-states,3,55,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,433181,1747,4863,0,1273,3701,13,0,0,0,4,1238,434549,0,passed,4,3,5,3
commutation-increasing-number-of-states,4,56,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,436429,1759,4955,0,1329,3925,28,0,0,0,4,1248,437802,0,passed,4,3,5,3
commutation-increasing-number-of-states,5,57,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,9,439328,1305,3898,15,1046,3042,1,0,0,0,4,848,440305,0,passed,4,3,3,1
commutation-increasing-number-of-states,6,58,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,432296,1879,5932,0,1353,4538,15,0,0,0,4,1089,433521,0,passed,4,3,5,3
commutation-increasing-number-of-states,7,59,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,218348,379,951,0,254,667,20,0,0,0,2,307,218721,0,passed,4,3,3,2
commutation-increasing-number-of-states,8,60,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,331622,1291,3793,0,887,2783,16,0,0,0,3,700,332406,0,passed,4,3,5,3
commutation-increasing-number-of-states,9,61,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,452200,2503,7708,17,1695,5376,2,0,0,0,4,1424,453741,0,passed,4,3,5,3
commutation-increasing-number-of-states,10,62,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,331802,1275,3507,0,883,2560,2,0,0,0,3,684,332584,0,passed,4,3,5,3
commutation-increasing-number-of-states,11,63,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,322005,1027,2696,1,708,1989,0,0,0,0,3,645,322726,0,passed,4,3,5,3
commutation-increasing-number-of-states,12,64,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,220707,415,985,0,279,692,0,0,0,0,2,247,220999,0,passed,4,3,3,2
commutation-increasing-number-of-states,13,65,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,215352,409,964,0,273,684,1,0,0,0,2,226,215624,0,passed,4,3,3,2
commutation-increasing-number-of-states,14,66,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,421671,2343,7436,43,1576,5149,1,0,0,0,4,1333,423120,0,passed,4,3,5,3
commutation-increasing-number-of-states,15,67,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,315096,1253,3348,0,822,2315,6,0,0,0,3,680,315858,0,passed,4,3,5,3
commutation-increasing-number-of-states,16,68,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,330243,1281,4853,1,842,3296,6,0,0,0,3,698,331035,0,passed,4,3,5,3
commutation-increasing-number-of-states,17,69,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,320031,1237,3859,5,845,2744,0,0,0,0,3,689,320804,0,passed,4,3,5,3
commutation-increasing-number-of-states,18,70,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,5,18,538706,3331,12276,15,2369,9205,21,0,0,0,5,1924,540789,0,passed,4,3,5,3
commutation-increasing-number-of-states,19,71,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,330405,1271,3493,6,859,2486,1,0,0,0,3,753,331257,0,passed,4,3,5,3
commutation-increasing-number-of-states,20,72,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,351207,1097,2940,23,751,2103,2,0,0,0,3,777,352111,0,passed,4,3,5,3
commutation-increasing-number-of-states,21,73,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,448004,1877,5350,1,1355,4100,3,0,0,0,4,1228,449377,0,passed,4,3,5,3
commutation-increasing-number-of-states,22,74,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,15,458021,1959,5842,43,1409,4371,17,0,0,0,4,1465,459659,0,passed,4,3,5,3
commutation-increasing-number-of-states,23,75,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,5,19,587887,3207,10972,8,2338,8312,32,0,0,0,5,2015,590096,0,passed,4,3,5,3
commutation-increasing-number-of-states,24,76,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,439685,1901,5997,1,1417,4688,17,0,0,0,4,1225,441070,0,passed,4,3,5,3
commutation-increasing-number-of-states,25,77,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,326073,1183,3528,0,818,2559,1,0,0,0,3,702,326880,0,passed,4,3,5,3
commutation-increasing-number-of-states,26,78,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,333464,1709,5816,20,1030,3474,8,0,0,0,3,939,334486,0,passed,4,3,5,3
commutation-increasing-number-of-states,27,79,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,320028,1221,3805,1,814,2641,0,0,0,0,3,684,320797,0,passed,4,3,5,3
commutation-increasing-number-of-states,28,80,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,322035,1426,3701,1,842,2233,14,0,0,0,3,760,322889,0,passed,4,3,4,2
commutation-increasing-number-of-states,29,81,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,424576,1743,5926,71,1274,4552,31,0,0,0,4,1088,425791,0,passed,4,3,5,3
commutation-increasing-number-of-states,30,82,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,219792,387,907,0,267,664,0,0,0,0,2,247,220094,0,passed,4,3,3,2
commutation-increasing-number-of-states,31,83,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,471365,1709,4957,0,1245,3837,2,0,0,0,4,1169,472680,0,passed,4,3,5,3
commutation-increasing-number-of-states,32,84,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,446861,1855,5480,24,1329,4159,1,0,0,0,4,1115,448116,0,passed,4,3,5,3
commutation-increasing-number-of-states,33,85,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,231227,407,941,0,259,637,1,0,0,0,2,312,231599,0,passed,4,3,3,2
commutation-increasing-number-of-states,34,86,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,440914,1811,5637,0,1341,4362,1,0,0,0,4,1094,442146,0,passed,4,3,5,3
commutation-increasing-number-of-states,35,87,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,436522,1861,5594,6,1352,4293,14,0,0,0,4,1120,437757,0,passed,4,3,5,3
commutation-increasing-number-of-states,36,88,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,439448,1775,5295,0,1288,4023,1,0,0,0,4,1086,440662,0,passed,4,3,5,3
commutation-increasing-number-of-states,37,89,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,325604,1151,3655,16,818,2737,0,0,0,0,3,740,326444,0,passed,4,3,5,3
commutation-increasing-number-of-states,38,90,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,332778,1233,3337,21,868,2466,8,0,0,0,3,693,333553,0,passed,4,3,5,3
commutation-increasing-number-of-states,39,91,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,15,438841,2505,7487,9,1590,4808,1,0,0,0,4,1372,440350,0,passed,4,3,5,3
commutation-increasing-number-of-states,40,92,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,327250,1143,3441,0,764,2437,9,0,0,0,3,726,328081,0,passed,4,3,5,3
commutation-increasing-number-of-states,41,93,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,230484,379,945,0,254,665,1,0,0,0,2,249,230798,0,passed,4,3,3,2
commutation-increasing-number-of-states,42,94,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,338006,1073,2836,0,740,2061,0,0,0,0,3,655,338743,0,passed,4,3,5,3
commutation-increasing-number-of-states,43,95,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,16,438407,2569,7948,0,1705,5337,7,0,0,0,4,1399,439944,0,passed,4,3,5,3
commutation-increasing-number-of-states,44,96,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,330926,1137,3347,0,792,2455,2,0,0,0,3,717,331749,0,passed,4,3,5,3
commutation-increasing-number-of-states,45,97,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,1,2,112498,108,213,0,64,134,0,0,0,0,1,63,112582,0,passed,4,3,2,1
commutation-increasing-number-of-states,46,98,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,444457,2207,6224,1,1567,4517,16,0,0,0,4,1265,445854,0,passed,4,3,5,3
commutation-increasing-number-of-states,47,99,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,325778,1569,5199,0,954,3163,15,0,0,0,3,860,326748,0,passed,4,3,5,3
commutation-increasing-number-of-states,48,100,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,336099,1549,4354,6,1019,2915,3,0,0,0,3,943,337138,0,passed,4,3,5,3
commutation-increasing-number-of-states,49,101,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,223303,381,952,0,254,667,0,0,0,0,2,249,223603,0,passed,4,3,3,2
commutation-increasing-number-of-states,50,102,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,334397,1455,4366,16,896,2752,1,0,0,0,3,851,335341,0,passed,4,3,5,3
commutation-increasing-number-of-states,51,103,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,336043,1265,3878,0,855,2710,1,0,0,0,3,716,336867,0,passed,4,3,5,3
commutation-increasing-number-of-states,52,104,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,217176,371,947,0,254,680,1,0,0,0,2,226,217456,0,passed,4,3,3,2
commutation-increasing-number-of-states,53,105,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,442233,1645,4705,15,1210,3667,16,0,0,0,4,1076,443464,0,passed,4,3,5,3
commutation-increasing-number-of-states,54,106,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,223876,389,907,0,268,664,0,0,0,0,2,239,224169,0,passed,4,3,3,2
commutation-increasing-number-of-states,55,107,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,225660,413,1062,7,276,755,1,0,0,0,2,262,225980,0,passed,4,3,3,1
commutation-increasing-number-of-states,56,108,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,333360,1283,3929,0,857,2730,0,0,0,0,3,691,334142,0,passed,4,3,5,3
commutation-increasing-number-of-states,57,109,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,333747,1327,3724,16,899,2671,18,0,0,0,3,751,334594,0,passed,4,3,5,3
commutation-increasing-number-of-states,58,110,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,221806,403,947,0,271,678,0,0,0,0,2,238,222089,0,passed,4,3,3,2
commutation-increasing-number-of-states,59,111,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,445047,1947,6617,26,1435,5126,7,0,0,0,4,1191,446370,0,passed,4,3,5,3
commutation-increasing-number-of-states,60,112,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,331379,1141,3484,15,781,2509,1,0,0,0,3,714,332200,0,passed,4,3,5,3
commutation-increasing-number-of-states,61,113,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,338133,1245,3924,0,847,2761,6,0,0,0,3,693,338917,0,passed,4,3,5,3
commutation-increasing-number-of-states,62,114,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,333384,1203,3216,6,834,2372,0,0,0,0,3,673,334138,0,passed,4,3,5,3
commutation-increasing-number-of-states,63,115,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,15,450053,2055,9339,9,1491,7011,11,0,0,0,4,1247,451476,0,passed,4,3,5,3
commutation-increasing-number-of-states,64,116,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,1,2,110324,108,213,0,64,134,0,0,0,0,1,69,110412,0,passed,4,3,2,1
commutation-increasing-number-of-states,65,117,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,337852,1033,2822,0,725,2083,0,0,0,0,3,677,338654,0,passed,4,3,5,3
commutation-increasing-number-of-states,66,118,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,334964,1111,3276,0,777,2397,2,0,0,0,3,710,335787,0,passed,4,3,5,3
commutation-increasing-number-of-states,67,119,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,15,437635,2343,6724,0,1589,4683,7,0,0,0,4,1318,439077,0,passed,4,3,5,3
commutation-increasing-number-of-states,68,120,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,331798,1079,3256,0,765,2421,0,0,0,0,3,695,332585,0,passed,4,3,5,3
commutation-increasing-number-of-states,69,121,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,328176,1151,3869,0,771,2715,1,0,0,0,3,738,329050,0,passed,4,3,5,3
commutation-increasing-number-of-states,70,122,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,220986,479,1175,1,311,779,50,0,0,0,2,354,221404,0,passed,4,3,3,1
commutation-increasing-number-of-states,71,123,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,327585,1379,3905,0,893,2589,1,0,0,0,3,813,328521,0,passed,4,3,5,3
commutation-increasing-number-of-states,72,124,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,453128,1805,5827,8,1336,4539,3,0,0,0,4,1182,454467,0,passed,4,3,5,3
commutation-increasing-number-of-states,73,125,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,337602,1251,3437,14,871,2526,2,0,0,0,3,750,338440,0,passed,4,3,5,3
commutation-increasing-number-of-states,74,126,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,445068,1817,5537,0,1348,4282,17,0,0,0,4,1101,446286,0,passed,4,3,5,3
commutation-increasing-number-of-states,75,127,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,222675,377,864,1,251,610,1,0,0,0,2,246,222982,0,passed,4,3,3,2
commutation-increasing-number-of-states,76,128,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,223057,405,952,0,274,680,1,0,0,0,2,227,223334,0,passed,4,3,3,2
commutation-increasing-number-of-states,77,129,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,218324,387,904,8,267,663,8,0,0,0,2,233,218610,0,passed,4,3,3,2
commutation-increasing-number-of-states,78,130,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,5,20,554706,3659,13045,13,2686,9738,2,0,0,0,5,2183,557081,0,passed,4,3,5,3
commutation-increasing-number-of-states,79,131,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,448884,1819,5018,0,1339,3898,1,0,0,0,4,1148,450175,0,passed,4,3,5,3
commutation-increasing-number-of-states,80,132,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,457496,1743,5506,1,1301,4331,18,0,0,0,4,1091,458739,0,passed,4,3,5,3
commutation-increasing-number-of-states,81,133,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,458910,1795,5832,1,1315,4463,32,0,0,0,4,1114,460166,0,passed,4,3,5,3
commutation-increasing-number-of-states,82,134,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,5,19,551728,3583,10575,5,2399,7258,6,0,0,0,5,1883,553774,0,passed,4,3,5,3
commutation-increasing-number-of-states,83,135,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,222454,391,900,0,257,623,0,0,0,0,2,245,222749,0,passed,4,3,3,2
commutation-increasing-number-of-states,84,136,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,437625,2209,6775,7,1472,4685,1,0,0,0,4,1272,439026,0,passed,4,3,5,3
commutation-increasing-number-of-states,85,137,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,441440,1745,5170,1,1285,4042,57,0,0,0,4,1287,442886,0,passed,4,3,5,3
commutation-increasing-number-of-states,86,138,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,323530,1289,3964,0,854,2737,2,0,0,0,3,705,324331,0,passed,4,3,5,3
commutation-increasing-number-of-states,87,139,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,439364,1865,6158,0,1385,4845,1,0,0,0,4,1176,440665,0,passed,4,3,5,3
commutation-increasing-number-of-states,88,140,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,5,19,563705,3439,10136,6,2323,7075,4,0,0,0,5,1906,565777,0,passed,4,3,5,3
commutation-increasing-number-of-states,89,141,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,339425,1271,3802,1,849,2673,1,0,0,0,3,714,340225,0,passed,4,3,5,3
commutation-increasing-number-of-states,90,142,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,1,2,111521,106,209,1,64,133,0,0,0,0,1,63,111600,0,passed,4,3,2,1
commutation-increasing-number-of-states,91,143,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,11,339639,1297,3584,1,895,2590,1,0,0,0,3,718,340447,0,passed,4,3,5,3
commutation-increasing-number-of-states,92,144,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,229456,379,874,0,256,614,1,0,0,0,2,257,229781,0,passed,4,3,3,2
commutation-increasing-number-of-states,93,145,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,352436,1165,3128,0,811,2290,23,0,0,0,3,730,353280,0,passed,4,3,5,3
commutation-increasing-number-of-states,94,146,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,3,10,340876,1473,4531,18,905,2817,18,0,0,0,3,914,341906,0,passed,4,3,5,3
commutation-increasing-number-of-states,95,147,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,502332,1879,5893,12,1371,4501,26,0,0,0,4,1489,504015,0,passed,4,3,5,3
commutation-increasing-number-of-states,96,148,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,472347,1751,4966,14,1270,3781,3,0,0,0,4,1163,473670,0,passed,4,3,5,3
commutation-increasing-number-of-states,97,149,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,2,5,221486,413,1044,0,272,740,1,0,0,0,2,244,221793,0,passed,4,3,3,2
commutation-increasing-number-of-states,98,150,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,1,2,116233,102,201,1,65,131,0,0,0,0,1,61,116321,0,passed,4,3,2,1
commutation-increasing-number-of-states,99,151,commutative,4,3,3,3,3,0.8,0.3,5,2,0,0,4,14,478470,1781,5479,1,1319,4244,2,0,0,0,4,1260,479886,0,passed,4,3,5,3
commutation-increasing-number-of-states,0,52,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,22,558928,3593,11248,0,2666,8758,11,0,0,0,5,2099,561233,0,passed,6,5,7,5
commutation-increasing-number-of-states,1,53,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,24,561132,4857,18925,46,3159,12757,0,0,0,0,5,2714,564063,0,passed,6,5,7,5
commutation-increasing-number-of-states,2,54,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,4,19,447320,2857,9799,0,1965,7065,21,0,0,0,4,1604,449076,0,passed,6,4,7,4
commutation-increasing-number-of-states,3,55,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,23,557812,3935,14321,29,2812,10873,15,0,0,0,5,2247,560243,0,passed,6,4,7,4
commutation-increasing-number-of-states,4,56,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,23,571279,3647,11394,1,2710,8929,18,0,0,0,5,2258,573716,0,passed,6,4,7,4
commutation-increasing-number-of-states,5,57,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,3,9,340465,902,2648,1,640,2042,15,0,0,0,3,584,341139,0,passed,6,4,4,3
commutation-increasing-number-of-states,6,58,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,4,19,450272,2775,8528,8,1941,6298,29,0,0,0,4,1502,451909,0,passed,6,4,7,4
commutation-increasing-number-of-states,7,59,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,3,9,345504,894,2941,18,641,2192,22,0,0,0,3,703,346315,0,passed,6,4,4,3
commutation-increasing-number-of-states,8,60,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,4,16,450865,2179,6853,17,1578,5188,12,0,0,0,4,1246,452255,0,passed,6,4,7,4
commutation-increasing-number-of-states,9,61,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,23,563929,3739,12120,9,2762,9538,10,0,0,0,5,2220,566333,0,passed,6,4,7,4
commutation-increasing-number-of-states,10,62,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,26,561559,5399,17841,28,3503,11958,47,0,0,0,5,2942,564683,0,passed,6,4,7,4
commutation-increasing-number-of-states,11,63,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,4,14,446349,2407,7137,19,1587,5008,9,0,0,0,4,1428,447915,0,passed,6,4,5,2
commutation-increasing-number-of-states,12,64,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,23,561242,3829,13122,16,2774,10075,1,0,0,0,5,2157,563556,0,passed,6,4,7,4
commutation-increasing-number-of-states,13,65,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,23,560637,3753,13926,9,2761,10638,2,0,0,0,5,2263,563082,0,passed,6,5,7,5
commutation-increasing-number-of-states,14,66,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,21,564728,4833,20579,42,3508,15356,14,0,0,0,5,2824,567791,0,passed,6,4,7,4
commutation-increasing-number-of-states,15,67,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,4,18,452734,2771,8456,1,1980,6377,25,0,0,0,4,1720,454633,0,passed,6,4,7,4
commutation-increasing-number-of-states,16,68,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,24,559088,3871,16703,12,2768,12472,1,0,0,0,5,2185,561480,0,passed,6,4,7,4
commutation-increasing-number-of-states,17,69,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,4,19,461909,2609,9633,16,1831,6938,3,0,0,0,4,1525,463583,0,passed,6,4,7,4
commutation-increasing-number-of-states,18,70,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,4,18,468830,2725,8090,14,1938,6149,7,0,0,0,4,1661,470637,0,passed,6,4,7,4
commutation-increasing-number-of-states,19,71,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,6,27,675348,5101,20589,7,3885,16369,14,0,0,0,6,2950,678536,0,passed,6,4,7,4
commutation-increasing-number-of-states,20,72,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,4,19,453298,2797,11148,31,1940,8194,16,0,0,0,4,1677,455135,0,passed,6,4,7,4
commutation-increasing-number-of-states,21,73,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,23,556762,3897,13863,7,2819,10687,20,0,0,0,5,2241,559186,0,passed,6,4,7,4
commutation-increasing-number-of-states,22,74,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,7,34,774450,9479,35786,17,6961,27210,2,0,0,0,7,5281,780030,0,passed,6,4,7,4
commutation-increasing-number-of-states,23,75,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,6,28,676628,6369,20826,15,4359,14841,16,0,0,0,6,3506,680358,0,passed,6,4,7,4
commutation-increasing-number-of-states,24,76,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,6,28,667831,5235,20294,0,3894,15621,52,0,0,0,6,3050,671139,0,passed,6,4,7,4
commutation-increasing-number-of-states,25,77,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,6,27,665649,5125,15975,6,4054,13128,14,0,0,0,6,3075,668981,0,passed,6,5,7,5
commutation-increasing-number-of-states,26,78,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,4,20,454629,4567,15901,27,2816,9554,20,0,0,0,4,2605,457396,0,passed,6,4,7,4
commutation-increasing-number-of-states,27,79,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,23,554311,4915,18472,25,3325,13092,2,0,0,0,5,2704,557205,0,passed,6,4,7,4
commutation-increasing-number-of-states,28,80,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,22,558513,3821,13755,8,2804,10612,13,0,0,0,5,2287,561000,0,passed,6,4,7,4
commutation-increasing-number-of-states,29,81,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,24,566894,4581,14629,13,3193,10525,16,0,0,0,5,2628,569720,0,passed,6,5,7,5
commutation-increasing-number-of-states,30,82,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,3,9,335667,944,2611,0,678,1985,1,0,0,0,3,655,336418,0,passed,6,4,4,3
commutation-increasing-number-of-states,31,83,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,23,558215,3797,13296,27,2795,10106,16,0,0,0,5,2170,560572,0,passed,6,5,7,5
commutation-increasing-number-of-states,32,84,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,6,27,678731,5289,19360,33,4006,15450,11,0,0,0,6,3156,682160,0,passed,6,4,7,4
commutation-increasing-number-of-states,33,85,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,3,9,341330,922,3215,0,653,2449,2,0,0,0,3,610,342047,0,passed,6,4,4,3
commutation-increasing-number-of-states,34,86,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,4,19,451399,2937,10218,0,1953,7277,2,0,0,0,4,1653,453212,0,passed,6,4,7,4
commutation-increasing-number-of-states,35,87,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,4,20,452307,3833,12798,8,2681,9130,29,0,0,0,4,2272,454729,0,passed,6,4,7,4
commutation-increasing-number-of-states,36,88,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,6,28,684002,6109,23622,25,4484,17620,18,0,0,0,6,3719,687986,0,passed,6,4,7,4
commutation-increasing-number-of-states,37,89,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,23,574408,3819,12252,9,2731,9289,10,0,0,0,5,2259,576875,0,passed,6,4,7,4
commutation-increasing-number-of-states,38,90,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,3,13,337688,1703,5506,8,1142,3852,13,0,0,0,3,1039,338817,0,passed,6,4,7,4
commutation-increasing-number-of-states,39,91,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,24,570128,3793,13566,7,2752,10336,18,0,0,0,5,2148,572472,0,passed,6,4,7,4
commutation-increasing-number-of-states,40,92,commutative,6,3,3,3,3,0.8,0.3,5,3,0,0,5,25,557475,4265,15095,14,3074,11231,1,0,0,0,5,2406,560066,0,passed,6,4,7,4
