scenario,runIndex,seed,generator,numOfStates,numOfCalls,numOfLocals,numOfReturns,numOfStackSymbols,density,acceptingStatesDensity,numOfModules,secondDvpaNumOfStates,useSrs,useEquivalenceCheckToValidateOutput,equivalenceQueryCount,equivalenceQueryHypothesisStatesTotal,equivalenceQueryTimeUs,equivalenceQueryTargetMembershipQueryCount,equivalenceQueryTargetMembershipQuerySymbolsTotal,membershipQueryCount,membershipQuerySymbolsTotal,membershipQueryTimeUs,stackContentQueryCount,stackContentQuerySymbolsTotal,stackContentQueryTimeUs,srsCheckCount,srsCheckTimeUs,srsCounterexampleCount,automataGeneratedCount,automataGenerationTimeUs,learnerTimeUs,outputValidationTimeUs,status,targetNumOfStates,targetAcceptingStates,hypothesisNumOfStates,hypothesisAcceptingStates
commutation-srs-mixed,28,29,commutative,25,5,7,5,4,0.8,0.3,5,5,1,0,4,62,13253613,0,0,200836,935735,121,149191,722329,151,12,1705080,8,12,94916,15054222,0,passed,25,13,26,13
commutation-srs-mixed,29,30,commutative,25,5,7,5,4,0.8,0.3,5,5,1,0,1,26,11600917,0,0,130910,894772,78,99098,744836,52,9,551812,8,9,58769,12211874,0,passed,25,13,26,13
commutation-srs-mixed,30,31,commutative,24,5,7,5,4,0.8,0.3,5,6,1,0,3,63,25727072,0,0,151714,797809,95,112282,633590,88,10,1646123,7,10,83350,27457103,0,passed,24,9,25,9
commutation-srs-mixed,31,32,commutative,25,5,7,5,4,0.8,0.3,5,5,1,0,7,101,42099328,0,0,192544,1232611,175,146732,973498,153,11,2613610,4,11,94016,44807721,0,passed,25,9,26,9
commutation-srs-mixed,32,33,commutative,24,5,7,5,4,0.8,0.3,5,6,1,0,3,51,7063802,0,0,179885,924463,102,122367,654131,62,9,1076466,6,9,101680,8242447,0,passed,24,18,25,18
commutation-srs-mixed,33,34,commutative,30,5,7,5,4,0.8,0.3,5,6,1,0,2,33,18732402,0,0,211847,1509028,428,144235,1064450,251,10,901574,8,10,140494,19775107,0,passed,30,21,31,21
commutation-srs-mixed,34,35,commutative,25,5,7,5,4,0.8,0.3,5,5,1,0,4,35,2516659,0,0,258502,1498835,70,208324,1237060,95,14,1270112,10,14,110475,3898020,0,passed,25,9,26,9
commutation-srs-mixed,35,36,commutative,25,5,7,5,4,0.8,0.3,5,5,1,0,5,40,11626877,0,0,200424,854930,175,142578,614209,137,9,1720200,4,9,95148,13442679,0,passed,25,9,26,9
commutation-srs-mixed,36,37,commutative,30,5,7,5,4,0.8,0.3,5,6,1,0,3,51,15502765,0,0,168169,1015877,232,124058,777324,177,11,1615705,8,11,97485,17216522,0,passed,30,14,25,12
commutation-srs-mixed,37,38,commutative,25,5,7,5,4,0.8,0.3,5,5,1,0,1,26,8044190,0,0,250788,1504660,165,185710,1217402,220,13,799998,12,13,162630,9007587,0,passed,25,17,26,17
commutation-srs-mixed,38,39,commutative,25,5,7,5,4,0.8,0.3,5,5,1,0,3,52,18137230,0,0,230936,1132459,151,156758,787214,94,11,1755250,8,11,118060,20011144,0,passed,25,13,26,13
commutation-srs-mixed,39,40,commutative,20,5,7,5,4,0.8,0.3,5,5,1,0,2,23,3324867,0,0,151477,794152,54,112453,615544,56,12,1028115,10,12,61406,4414840,0,passed,20,12,21,12
commutation-srs-mixed,40,41,commutative,24,5,7,5,4,0.8,0.3,5,6,1,0,4,73,42268688,0,0,215096,1117907,245,143472,798973,139,11,1679271,7,11,120944,44069601,0,passed,24,9,25,9
commutation-srs-mixed,41,42,commutative,24,5,7,5,4,0.8,0.3,5,6,1,0,2,50,8808845,0,0,123215,548869,49,93418,432063,58,8,973616,6,8,59374,9842263,0,passed,24,9,25,9
commutation-srs-mixed,42,43,commutative,20,5,7,5,4,0.8,0.3,5,5,1,0,1,21,1784268,0,0,79049,313334,19,56542,237322,24,7,304243,6,7,30407,2119111,0,passed,20,12,21,12
commutation-srs-mixed,43,44,commutative,24,5,7,5,4,0.8,0.3,5,6,1,0,4,34,2859248,0,0,121238,577337,72,83736,419379,66,9,1602881,5,9,74057,4536671,0,passed,24,12,25,12
commutation-srs-mixed,44,45,commutative,30,5,7,5,4,0.8,0.3,5,6,1,0,2,33,61334060,0,0,218919,1309859,58,153694,957931,40,10,766181,8,10,90256,62190987,0,passed,30,18,31,18
commutation-srs-mixed,45,46,commutative,30,5,7,5,4,0.8,0.3,5,6,1,0,10,198,163905769,0,0,308621,1632199,185,228855,1255538,156,14,3979586,4,14,170786,168057226,0,passed,30,15,31,15
commutation-srs-mixed,46,47,commutative,30,5,7,5,4,0.8,0.3,5,6,1,0,2,33,49452661,0,0,260378,1381357,608,187654,1046710,535,11,808725,9,11,165808,50427822,0,passed,30,14,31,14
commutation-srs-mixed,47,48,commutative,20,5,7,5,4,0.8,0.3,5,5,1,0,2,39,4058720,0,0,99974,449926,89,74539,345723,33,9,817989,7,9,45641,4922678,0,passed,20,12,21,12
commutation-srs-mixed,48,49,commutative,20,5,7,5,4,0.8,0.3,5,5,1,0,1,21,3545614,0,0,104195,555149,81,78599,440400,55,9,696771,8,9,66264,4309130,0,passed,20,12,21,12
commutation-srs-mixed,49,50,commutative,20,5,7,5,4,0.8,0.3,5,5,1,0,1,21,1565591,0,0,126857,557773,98,86796,403225,91,9,592244,8,9,80783,2239102,0,passed,20,8,21,8
