scenario,runIndex,seed,generator,numOfStates,numOfCalls,numOfLocals,numOfReturns,numOfStackSymbols,density,acceptingStatesDensity,numOfModules,secondDvpaNumOfStates,useSrs,useEquivalenceCheckToValidateOutput,equivalenceQueryCount,equivalenceQueryHypothesisStatesTotal,equivalenceQueryTimeUs,equivalenceQueryTargetMembershipQueryCount,equivalenceQueryTargetMembershipQuerySymbolsTotal,membershipQueryCount,membershipQuerySymbolsTotal,membershipQueryTimeUs,stackContentQueryCount,stackContentQuerySymbolsTotal,stackContentQueryTimeUs,srsCheckCount,srsCheckTimeUs,srsCounterexampleCount,automataGeneratedCount,automataGenerationTimeUs,learnerTimeUs,outputValidationTimeUs,status,targetNumOfStates,targetAcceptingStates,hypothesisNumOfStates,hypothesisAcceptingStates
cancellation-srs-mixed,44,45,cancellation,26,4,3,4,6,0.8,0.3,5,2,0,0,12,172,50283076,0,0,206933,843433,285,164696,696894,270,0,0,0,12,111242,50395394,0,passed,26,6,27,6
cancellation-srs-mixed,45,46,cancellation,22,4,3,4,6,0.8,0.3,5,2,0,0,11,126,15380611,0,0,119105,517064,191,91739,416437,238,0,0,0,11,73493,15454820,0,passed,22,6,23,6
cancellation-srs-mixed,46,47,cancellation,26,4,3,4,6,0.8,0.3,5,2,0,0,19,298,61131368,0,0,832255,3883003,1114,664129,3174951,1095,0,0,0,19,528289,61661791,0,passed,26,5,27,5
cancellation-srs-mixed,47,48,cancellation,20,4,3,4,6,0.8,0.3,5,2,0,0,22,265,13269733,0,0,661473,3267058,2226,584529,2910295,1476,0,0,0,22,450997,13723612,0,passed,20,1,21,1
cancellation-srs-mixed,48,49,cancellation,24,4,3,4,6,0.8,0.3,5,2,0,0,15,229,34008103,0,0,498743,2241301,1075,364149,1669639,684,0,0,0,15,299871,34309371,0,passed,24,6,25,6
cancellation-srs-mixed,49,50,cancellation,20,4,3,4,6,0.8,0.3,5,2,0,0,13,157,9586385,0,0,268287,1078256,491,207298,854466,364,0,0,0,13,163576,9750948,0,passed,20,4,21,4
cancellation-srs-mixed,0,1,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,13,189,10250227,0,0,370341,2511472,529,330018,2319307,496,17,4836964,4,17,234318,15323410,0,passed,22,2,23,2
cancellation-srs-mixed,1,2,cancellation,20,4,3,4,6,0.8,0.3,5,2,1,0,4,74,3099957,0,0,174438,1391265,414,144309,1186256,492,11,1473334,7,11,128015,4702289,0,passed,20,3,21,3
cancellation-srs-mixed,2,3,cancellation,24,4,3,4,6,0.8,0.3,5,2,1,0,17,293,26277062,0,0,751696,5653251,1772,672357,5035937,1624,22,6487825,5,22,550173,33318783,0,passed,24,1,25,1
cancellation-srs-mixed,3,4,cancellation,24,4,3,4,6,0.8,0.3,5,2,1,0,4,94,10790935,0,0,170065,2223863,470,130316,1823169,575,10,1569302,6,10,140810,12502139,0,passed,24,4,25,4
cancellation-srs-mixed,4,5,cancellation,26,4,3,4,6,0.8,0.3,5,2,1,0,6,132,21490537,0,0,304170,2730277,695,238262,2290478,703,13,2225883,7,13,231932,23949624,0,passed,26,5,27,5
cancellation-srs-mixed,5,6,cancellation,24,4,3,4,6,0.8,0.3,5,2,1,0,5,101,8917987,0,0,206517,1393167,596,158850,1113347,324,11,2090874,6,11,148703,11158650,0,passed,24,4,25,4
cancellation-srs-mixed,6,7,cancellation,26,4,3,4,6,0.8,0.3,5,2,1,0,6,127,17389086,0,0,420249,2449047,785,367186,2191161,597,14,2248851,8,14,271622,19910943,0,passed,26,2,27,2
cancellation-srs-mixed,7,8,cancellation,26,4,3,4,6,0.8,0.3,5,2,1,0,6,140,18805886,0,0,576220,4847854,1473,499044,4082414,1350,12,2344421,6,12,432494,21583834,0,passed,26,3,26,3
cancellation-srs-mixed,8,9,cancellation,24,4,3,4,6,0.8,0.3,5,2,1,0,8,182,24631272,0,0,408516,3326888,1336,319066,2710254,1461,13,3080119,5,13,304036,28016655,0,passed,24,3,25,3
cancellation-srs-mixed,9,10,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,9,162,9302499,0,0,312228,3239424,906,274642,2945969,691,16,3516454,7,16,234686,13055639,0,passed,22,2,23,2
cancellation-srs-mixed,10,11,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,2,44,3454656,0,0,357630,2972600,175,275185,2364537,198,12,686062,10,12,209128,4350813,0,passed,22,6,22,6
cancellation-srs-mixed,11,12,cancellation,26,4,3,4,6,0.8,0.3,5,2,1,0,9,177,20590386,0,0,525606,9959294,4482,464933,8843514,3713,18,3783644,9,18,527907,24905981,0,passed,26,1,27,1
cancellation-srs-mixed,12,13,cancellation,24,4,3,4,6,0.8,0.3,5,2,1,0,4,48,4298732,0,0,170819,1394486,440,140873,1229433,384,10,1563297,6,10,126769,5989840,0,passed,24,3,25,3
cancellation-srs-mixed,13,14,cancellation,26,4,3,4,6,0.8,0.3,5,2,1,0,11,223,23919881,0,0,339934,1864773,1051,262552,1491495,526,16,4222800,5,16,218761,28362917,0,passed,26,7,27,7
cancellation-srs-mixed,14,15,cancellation,20,4,3,4,6,0.8,0.3,5,2,1,0,3,63,2841794,0,0,276760,1615564,367,246017,1437659,294,12,1161872,9,12,206339,4210783,0,passed,20,2,21,2
cancellation-srs-mixed,15,16,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,7,101,4564071,0,0,247564,1695781,359,204993,1441688,416,14,2930980,7,14,171579,7667994,0,passed,22,3,23,3
cancellation-srs-mixed,16,17,cancellation,26,4,3,4,6,0.8,0.3,5,2,1,0,1,27,4953742,0,0,174900,1225900,57,111483,937298,58,8,313136,7,8,80040,5347296,0,passed,26,8,27,8
cancellation-srs-mixed,17,18,cancellation,24,4,3,4,6,0.8,0.3,5,2,1,0,6,136,15530162,0,0,249693,3405001,2806,214059,2944509,2814,12,2180372,6,12,223377,17935577,0,passed,24,3,25,3
cancellation-srs-mixed,18,19,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,12,213,11281125,0,0,445340,3821885,1423,365440,3240486,930,19,5040750,7,19,331393,16655601,0,passed,22,3,23,3
cancellation-srs-mixed,19,20,cancellation,26,4,3,4,6,0.8,0.3,5,2,1,0,1,27,4657588,0,0,257129,2336778,570,227909,2114930,524,13,427972,12,13,203014,5289775,0,passed,26,3,27,3
